placeInfo/name,id,placeInfo/numberOfReviews,placeInfo/rating,rating,text,lang,placeInfo/address,placeInfo/longitude,placeInfo/latitude,placeInfo/webUrl,placeInfo/website,placeInfo/addressObj/postalcode,subtype,description
Winter Park,24154790,2,5,5,"Winter Park is the car parking indicated in the reservation of both visits to the sites of Hegra and Dadan & Jabal Ikmah. It is a huge unpaved car park that is easy to access north of Al Ula. In the initial part of the car parking there are parked buses that depart on time to the sites to visit. Here there are also the toilets and a small air-conditioned area where you can check-in and wait for your bus to leave. The staff present here is very kind and helpful and, after registering the reservation, indicates the bus to get on. Bottles of water are here available at no cost. Definitely coming to park your car here when visiting Dadan & Jabal Ikmah is essential because there are very few spaces for cars in front of the Dadan site. For the visit of Hegra, if you are late or you want to reduce transfer times, there is the possibility of reaching the site directly with your own car in fact in Hegra there is a large parking area. We enjoyed and found covenient to use Winter park for both visits.",en,"Al-Harith Bin Kalda Bin Amr, AlUla 6236 Saudi Arabia",37.92948,26.60314,https://www.tripadvisor.com/Attraction_Review-g1802184-d24154790-Reviews-Winter_Park-AlUla_Al_Madinah_Province.html,http://www.experiencealula.com/en/plan-your-trip/alula-visitor-centres,6236,Visitor Centers,
Snow City,20069324,4,3.5,3,"Over all good different experience, pricy with a time limit  they provide u with ski clothes gloves helmet and shoes for kids make sure u take the right helmet  , reception  is so friendly  i bought my ticket a head , they have not bad offers, changing arena is small the bathrooms smelly and dirty , in the snow land unfortunately their are no signs that says where the game starts and u might go on line and when u reach there they ask u to get a board from down, no direction signs or lightning men are more friendly than the ladies in the arena , unorganized , the ice is ruff for playing they have a laser show fun for 5 and below , over all different nice experience but watch out for safety after 2 hours it gets very cold u cant feel ur nose nor ur hands 2 hours is more than enough for all games",en,"Eastern Ring Branch Rd Othaim Mall, Riyadh 12839 Saudi Arabia",46.77549285,24.68565892,https://www.tripadvisor.com/Attraction_Review-g293995-d20069324-Reviews-Snow_City-Riyadh_Riyadh_Province.html,http://www.othaimleisure.com/index.php/en/,12839,Game & Entertainment Centers,
Al Ula Oasis Trail,25989083,2,4.5,5,"Right through the valley in Al Ula it is green with date palms and various other crops.
In amongst this they have established a signposted walking trail where you stroll through the oasis and see how they grow the date palms and also get a glimpse into village life Saudi style.
It is free to do and the entrance is just down from ""Somewhere Cafe"" near the old town.
If you have 1-2 hours and enjoy a leisurely stroll this is well worth your time.",en,"Rd 375 - Lat 26.627918, Long 37.916806, AlUla Saudi Arabia",37.916935,26.628359,https://www.tripadvisor.com/Attraction_Review-g1802184-d25989083-Reviews-Al_Ula_Oasis_Trail-AlUla_Al_Madinah_Province.html,,,Historic Walking Areas,
متحف العيادة التراثي,23039051,2,5,5,This museum is worthy of a short stop. It was interesting to see how the camels are used to draw water. The buildings are interesting and of course you’ll be served tea and coffee. It was fascinating learning about some of the traditional customs.,en,Jubbah 55679 Saudi Arabia,40.918724,28.029215,https://www.tripadvisor.com/Attraction_Review-g19760432-d23039051-Reviews-Jubbah_Ha_il_Province.html,,55679,History Museums,
Murabba Palace,20007473,4,4,4,Bei Interesse an der Geschichte des Landes und der Königsfamilie lohnt sich ein Besuch. Es gibt einige Aussstellungsräume die man besichtigen kann. Alles gut klimatisiert. Der angrenzende Park  ist sehr schön abgelegt. Öffnet jedoch erst 16 Uhr.,de,"2722 King Saud Road, Riyadh 12631 Saudi Arabia",46.709286,24.64652,https://www.tripadvisor.com/Attraction_Review-g293995-d20007473-Reviews-Murabba_Palace-Riyadh_Riyadh_Province.html,,12631,History Museums,
Al Shafei Mosque,20397183,2,3.5,4,"This mosque is situated in the narrow alleys of old Jeddah town off Suq Al Alawi. The mosque looks like a more recent construction but the site has been used as a mosque since c. 1000 AD.

This shouldn't be missed as part of old Jeddah visit. It is not that far from the more famous Beit Nassief.",en,"Qabel Trail, Jeddah 7061 Saudi Arabia",39.187344,21.486122,https://www.tripadvisor.com/Attraction_Review-g295419-d20397183-Reviews-Al_Shafei_Mosque-Jeddah_Makkah_Province.html,,7061,Sacred & Religious Sites,
Bab Jadid,20380360,2,4,3,"Jeddahはもともとアラビア海岸の珊瑚礁の障壁で囲まれていたようです。1050年にペルシャの詩人Naser KhusrowはJeddahを訪れ、珊瑚礁石灰岩で作られた強固な壁には海側とメッカ側に2つの門があり、5000人の男子がいてバザールも賑わっているという記録を残しているそうです。16世紀の初めに、Jeddahはポルトガル軍やベ���ウィンに攻撃されたので、マルムークのスルタンのガウリー(Al-Ghuri)は1509年に都市を保護するために都市を囲む要塞壁を再建するよう命じたそうです。1947年に街が発展していく上で壁は壊されましたが、門は全部で7つあり、Bab Makkah, Bab Al-Madina, Bab Al-Sharif, Bab Al-Bint, Bab Al-Mughrabiで、20世紀の初めにこのBab Al-Jadeed,とBab Al-Sabaが追加されたそうです。このBab Al-Jadeedは車を通すために建てられたようです。
現在、この門は広場にあり、大きな道路が近くを通っています。ここがJeddahの古い街並みや建物を見学する玄関口になっています。",ja,"Bab Jadid, Abu Inabah, Al-Balad, Jeddah 22236, Jeddah Saudi Arabia",39.18628921,21.48924413,https://www.tripadvisor.com/Attraction_Review-g295419-d20380360-Reviews-Bab_Jadid-Jeddah_Makkah_Province.html,http://wowtravel.me/top-12-things-to-do-in-jeddah/,,Ancient Ruins,
Bab Makkah Souk,20403690,2,5,5,"Perdetevi nelle stradine di Al Balad,il cuore della parte antica di Jeddha.La parte più autentica della città.Troverete un mercato ortofrutticolo all’aperto e uno al chiuso.È possibile acquistare alimenti e abbigliamento/scarpe.
Inoltratevi fino a Bab Makka:un arco da cui i pellegrini iniziano il cammino verso la Mecca.
Luogo non turistico,ma consigliato  ai veri viaggiatori.",it,Jeddah Saudi Arabia,39.19264902,21.48522244,https://www.tripadvisor.com/Attraction_Review-g295419-d20403690-Reviews-Bab_Makkah_Souk-Jeddah_Makkah_Province.html,,,Points of Interest & Landmarks,
Via Riyadh,27495042,4,5,5,"Luxury place to celebrate anything. Parking lot 50 sar for 2 hours then 10sar for succeeding hour. It will be waived if you dine just dont forget to have your ticket stamped. It will be nice during winter as it is outdoor, but even this August its not that hot because of water everywhere. All in all if you want to be fancy, this is the place to be. Vox cinema here is very luxurious but their service is not compare to other branch of vox",en,"8425, 2941 Al Hada, Riyadh 12912, Saudi Arabia, Riyadh Saudi Arabia",50.095623,26.289223,https://www.tripadvisor.com/Attraction_Review-g293995-d27495042-Reviews-Via_Riyadh-Riyadh_Riyadh_Province.html,http://viariyadh.com,,Shopping Malls,
Divepro Dive Center,27977712,2,5,5,"Amazing organization and the staff is very pro
Waleed the capitan is like a friends but every time he put his eyes on you and never let you alone.",en,"Bahader Resort, Jeddah 23814 Saudi Arabia",39.070286,21.757877,https://www.tripadvisor.com/Attraction_Review-g295419-d27977712-Reviews-Divepro_Dive_Center-Jeddah_Makkah_Province.html,https://www.facebook.com/diveprojeddah/,23814,Scuba & Snorkeling,
Bab Makkah,20403687,4,4.5,5,"تمثل هذه البوابة التي تم الحفاظ عليها جيدًا وترميمها مدخل المركز التاريخي لمدينة البلد وهي نقطة انطلاق ممتازة لبدء زيارتك التاريخية لتراث المنطقة التاريخية بحى البلد",ar,"Old Makkah Rd Al-Balad, Jeddah Saudi Arabia",39.19270089,21.48519168,https://www.tripadvisor.com/Attraction_Review-g295419-d20403687-Reviews-Bab_Makkah-Jeddah_Makkah_Province.html,,,Points of Interest & Landmarks,
Tuflah Well,23381357,2,5,5,Historical well located in usfan. One hour drive from Jeddah. There is historical story behind this well. Kind of adventure trip and ideal evening time during summer season. Good to spend 1-2 hours,en,"7639 - 3039, Jeddah 25562 Saudi Arabia",39.192505,21.485811,https://www.tripadvisor.com/Attraction_Review-g295419-d23381357-Reviews-Tuflah_Well-Jeddah_Makkah_Province.html,,25562,Ancient Ruins,
The Village - Jeddah,27466929,2,5,5,مول كويس وفيه اغلب الماركات بس يعيبه المواقف بعيده وتحتاج توقف بعيد غير ان المول مزدحم في اغلب الاوقات وخاصة الويكند ،،،،,ar,"Prince Talal Bin Mansour Road, Jeddah 23738 Saudi Arabia",39.17033,21.774046,https://www.tripadvisor.com/Attraction_Review-g295419-d27466929-Reviews-The_Village_Jeddah-Jeddah_Makkah_Province.html,https://www.facebook.com/TheVillageJED/,23738,Shopping Malls,
Fatima Museum,24191930,2,5,5,"ما إن يقع بصرك على نقوش فن القَطّ العسيري في متحف فاطمة لتراث المرأة العسيرية حتى يفيض إحساسك بالجمال من أعماقك، حيث تنقل إليك النقوش والزخارف الهندسية بألوانها الساطعة وأبعادها الثقافية، روعة اللمسة الفنية للمرأة العسيرية، وجماليات أعمالها التجريدية، التي انتقلت من جدران المنازل الجنوبية المشعّة بالحياة إلى العالمية، لتدخل ضمن الفنون المدرجة في قائمة ا��تراث غير المادي لدى اليونسكو.

يعرّف متحف فاطمة لتراث المرأة العسيرية زائريه بجماليات القَطّ العسيري، بتسليط الضوء على تاريخه الأصيل، عبر مقطع مرئي داخل صالة المتحف الزاخرة بألوان الطبيعة، ويتيح لهم فرصة اقتناء منتجات يزيّنها القَط العسيري من أدوات منزلية، وصخور، ولوحات متعددة الأحجام.",ar,"King Abdullah Rd, Abha 62523 Saudi Arabia",42.521046,18.200174,https://www.tripadvisor.com/Attraction_Review-g298542-d24191930-Reviews-Fatima_Museum-Abha_Asir_Province.html,,62523,Specialty Museums,
Alrahma Floating Mosque Jeddah,27170829,2,5,5,Beautiful position on the edge of the Red Sea with the Golden Eagle statue just behind it. Detailing is very intricate even though the building is only on one level.,en,"J4X2+C9C, Ash Shati, Jeddah Saudi Arabia",39.10089,21.648561,https://www.tripadvisor.com/Attraction_Review-g295419-d27170829-Reviews-Alrahma_Floating_Mosque_Jeddah-Jeddah_Makkah_Province.html,,,Points of Interest & Landmarks,
Tamimi Markets,26797036,2,2.5,1,"The market it self is very good, but be aware when reach the cashier , count your rest of money when get payed (HLLALAS) and make sure they did not count items twice happen to me not just one time  but several times, in general the do not honest about money specially (hallas coins)",en,"Corniche Road & Prince Turkey Street, Al Khobar 34427 Saudi Arabia",50.222565,26.300459,https://www.tripadvisor.com/Attraction_Review-g298545-d26797036-Reviews-Tamimi_Markets-Al_Khobar_Eastern_Province.html,https://www.tamimimarkets.com/,34427,malls,
Tropical Land,27432824,2,5,5,فكرة رائعة وفريدة من نوعها اول مره اشوف احد مسويها يشكرون عليها والمكان ملياااان تفاصيل يحتاجلها واحد مركز انصح بالزيارة وبشدة,ar,"Jeddah Park By Cenomi, Jeddah 23334 Saudi Arabia",39.184303,21.555511,https://www.tripadvisor.com/Attraction_Review-g295419-d27432824-Reviews-Tropical_Land-Jeddah_Makkah_Province.html,https://tropicalland.sa/?ref=miq646,23334,Theme Parks,
Prestige VIP Spa,23980641,2,5,5,"I enjoyed my massage so much. I would recommend this shop to all. They are truly the best massage center in jeddah 

لقد استمتعت بالتدليك كثيرا.  أود أن أوصي بهذا المتجر للجميع.  هم حقا أفضل مركز تدليك في جدة",en,"Al-Madinah Al-Munawarah Rd Shop 17 Bagdadiyah Plaza Building, Jeddah 22235 Saudi Arabia",39.14102,21.724218,https://www.tripadvisor.com/Attraction_Review-g295419-d23980641-Reviews-Prestige_VIP_Spa-Jeddah_Makkah_Province.html,http://www.prestigevipspa.com,22235,Spas,
Judah Thumb,20007478,2,4,4,Marvelous rock in the middle of the desert. Good place for camping or just to see the landscape. there are several items like this one nearby - you will enjoy views and nature,en,Al Ahsa 33545 Saudi Arabia,48.76665662,25.86693691,https://www.tripadvisor.com/Attraction_Review-g298543-d20007478-Reviews-Judah_Thumb-Al_Ahsa_Eastern_Province.html,,33545,Points of Interest & Landmarks,
Monkey View Point,27129078,1,5,5,"Transiting from Taif to Mekkah or Jeddah, after Alhada there is a huge drop-off into the valley. The view is all the way to Mekkah in the far distance weather allowing. Stopping at one of several slip roads, you can enjoy the view and most likely will be greeted by bunch of unruly macaque monkeys.",en,"Highway 15 Direction: Al Taif to Mekkah, Al Hada Saudi Arabia",40.262745,21.366299,https://www.tripadvisor.com/Attraction_Review-g11982541-d27129078-Reviews-Monkey_View_Point-Al_Hada_Makkah_Province.html,,,Points of Interest & Landmarks,
Enigma Escape Games,25447876,2,5,5,"Amazing unique escape rooms, the ideas were original unlike other escape rooms. Overall fun experience cant wait to try the other rooms",en,"King Faisal Ibn Abd Al Aziz Shorofat Park, Al Khobar 34218 Saudi Arabia",50.210888,26.352474,https://www.tripadvisor.com/Attraction_Review-g298545-d25447876-Reviews-Enigma_Escape_Games-Al_Khobar_Eastern_Province.html,http://enigmaescape.sa,34218,Game & Entertainment Centers,
Oroug Bani M'aradh Wildlife Sanctuary,24185509,1,5,5,"#IdParvez #SaudiArabia #Asia #World #OrougBani #M'aradh #Wildlife #Sanctuary #TheBest #InSaudiArabia #Naturally 

",en,Sharurah Saudi Arabia,45.903965,19.336939,https://www.tripadvisor.com/Attraction_Review-g12700897-d24185509-Reviews-Oroug_Bani_M_aradh_Wildlife_Sanctuary-Sharurah_Nejran_Province.html,https://whc.unesco.org/en/tentativelists/6369/,,Nature & Wildlife Areas,
Clock Tower,20483935,2,5,5,Iconic standalone but smallish clocktower at the entrance of Gate 21/22 of the Prophet's Mosque. Not many people realised its existence.,en,"Main Madina Gate, Medina Saudi Arabia",39.61109737,24.47128409,https://www.tripadvisor.com/Attraction_Review-g298551-d20483935-Reviews-Clock_Tower-Medina_Al_Madinah_Province.html,,,Architectural Buildings,
Al Kharrarah National Park,19993954,1,4,4,"يفتقد الخدمات للزوار
جميل زيارته في وقت الامطار وبالرغم انه يكون زحمة ولكن في غير موسم الامطار فهو صحراء قاحلة",ar,Al Muzahimiyah 19683 Saudi Arabia,46.246174,24.407135,https://www.tripadvisor.com/Attraction_Review-g12700826-d19993954-Reviews-Al_Kharrarah_National_Park-Al_Muzahimiyah_Riyadh_Province.html,http://www.visitsaudi.com/en/do/family-activities/discover-al-kharrarah-national-park-,19683,National Parks,
