name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,placeID,website,city,imageUrl,description,text_sentiment,subtype
Fish Shop,3.1,Restaurant,"7117 Towen Center Al Bahah 65522 4540 65522, Saudi Arabia",20.0107576,41.461999,https://www.google.com/maps/search/?api=1&query=Fish%20Shop&query_place_id=ChIJvTHMEL5F7xURyo4QsAU2PPI,1.0,,17,,ChIJvTHMEL5F7xURyo4QsAU2PPI,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipO6sHLZe4rMH3i8TAOvkV7GekSCfpcLhSEpSqQL=w408-h272-k-no,,negative,Food & Dining
The most delicious food buffet,4.8,Restaurant,"حي, King Faisal Rd, Alqura, Abha 62541, Saudi Arabia",18.240891,42.499694,https://www.google.com/maps/search/?api=1&query=%D8%A8%D9%88%D9%81%D9%8A%D9%87%20%D8%A7%D9%84%D8%B0%20%D8%A7%D9%84%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA&query_place_id=ChIJ4xFeUupV4xURH7CAHPb_8Ek,5.0,,50,,ChIJ4xFeUupV4xURH7CAHPb_8Ek,,Abha,https://lh5.googleusercontent.com/p/AF1QipNGitqCmKgtwPrxTnOJZgbfZbnNLvAITaUwGb9A=w408-h725-k-no,,positive,Food & Dining
Golden Circle Indian Restaurant,4.1,Restaurant,"King Saud Road, Al Shifa, طريق الملك سعود, Abha 62521, Saudi Arabia",18.2109205,42.4955557,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D8%AF%D8%A7%D8%A6%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B0%D9%87%D8%A8%D9%8A%D8%A9%20%D8%A7%D9%84%D9%87%D9%86%D8%AF%D9%8A%20Golden%20Circle%20Indian%20Restaurant&query_place_id=ChIJZ6-ROsVT4xURPg7i6qPuzR8,5.0,,224,,ChIJZ6-ROsVT4xURPg7i6qPuzR8,,Abha,https://lh5.googleusercontent.com/p/AF1QipP5zce_t99wMSfWCAOYS72TamMRMl9U3QBgg7NQ=w426-h240-k-no,,positive,Food & Dining
Grape leaves chef's taste,4.7,Restaurant,"دوار، الشفا, Al Bahah 65522, Saudi Arabia",20.010183,41.4570178,https://www.google.com/maps/search/?api=1&query=%D9%88%D8%B1%D9%82%20%D8%B9%D9%86%D8%A8%20%D9%85%D8%B0%D8%A7%D9%82%20%D8%A7%D9%84%D8%B4%D9%8A%D9%81&query_place_id=ChIJ15sTbABF7xUR-zCARduY15Q,5.0,,28,,ChIJ15sTbABF7xUR-zCARduY15Q,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipNZBBQRRdNF5BeSr_ly0W0zgYFDWxeQx22HqE22=w408-h544-k-no,,positive,Food & Dining
Hajir Shajir Shahrani Restaurant (Pakistani Food) Hajar Shahrani Restaurant (Pakistani Food),3.7,Restaurant,"7412 الصديق، 4255, Al Khasha, Abha 62521, Saudi Arabia",18.2122995,42.5087429,https://www.google.com/maps/search/?api=1&query=Hajir%20Shahrani%20Restaurant%20(Pakistani%20Food)%20%D9%85%D8%B7%D8%B9%D9%85%20%D9%87%D8%A7%D8%AC%D8%B1%20%D8%B4%D9%87%D8%B1%D8%A7%D9%86%D9%8A%20(%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA%20%D8%A8%D8%A7%D9%83%D8%B3%D8%AA%D8%A7%D9%86%D9%8A%D8%A9)&query_place_id=ChIJvfQI8H5U4xURuE6cjyfCpeg,5.0,,106,,ChIJvfQI8H5U4xURuE6cjyfCpeg,,Abha,https://lh5.googleusercontent.com/p/AF1QipPPwZjjfFokTubWJgsSLZ5JVK9AZjnkYjha2O4Z=w505-h240-k-no,,positive,Food & Dining
Hashi Pasha Al Baha Branch,4.0,Restaurant,"Albaher، طريق الملك عبدالعزيز، حي, Al Bahah 65525, Saudi Arabia",20.0165589,41.4547811,https://www.google.com/maps/search/?api=1&query=%D8%AD%D8%A7%D8%B4%D9%8A%20%D8%A8%D8%A7%D8%B4%D8%A7%7C%20%D9%81%D8%B1%D8%B9%20%D8%A7%D9%84%D8%A8%D8%A7%D8%AD%D8%A9&query_place_id=ChIJR9Y7x3xF7xURCxv98sth2go,5.0,,2387,,ChIJR9Y7x3xF7xURCxv98sth2go,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipOayNwDkf96bJ7MgUReZZ254zcznkN5WfpQQwu5=w408-h306-k-no,,positive,Food & Dining
Hatem's cafeteria,3.6,Restaurant,"2F67+PRP, Town Center, Al Bahah 65522, Saudi Arabia",20.0118499,41.4645887,https://www.google.com/maps/search/?api=1&query=%D9%83%D8%A7%D9%81%D8%AA%D8%B1%D9%8A%D8%A7%20%D8%AD%D8%A7%D8%AA%D9%85&query_place_id=ChIJhwR4HL9F7xURkxnVBIVbnrI,5.0,,76,,ChIJhwR4HL9F7xURkxnVBIVbnrI,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipNMalRTVgQoTMvl6X96BV2i7_AHELhiHOJSDI8o=w408-h306-k-no,,positive,Food & Dining
Oasis,4.1,Restaurant,"Kingdom Centre Riyadh, Olaya St, Al Olaya, Riyadh 12214, Riyadh Saudi Arabia",24.712466,46.674625,https://www.google.com/maps/search/?api=1&query=Oasis&query_place_id=ChIJbc_2xNMCLz4Ru9uyvx3UKME,2.0,,187,,ChIJbc_2xNMCLz4Ru9uyvx3UKME,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipPRP-4Vkeo5kI4Tnk1kVzb1P89gkEYQBAHLJG4n=w408-h306-k-no,,negative,Food & Dining
Aryaas India Restaurant - Jeddah (Olivetree),4.3,Restaurant,"Sitteen Street, King Fahd Road, Jeddah Saudi Arabia",21.4984226,39.1943218,https://www.google.com/maps/search/?api=1&query=Aryaas%20India%20Restaurant%20-%20Jeddah%20(Olivetree)&query_place_id=ChIJqZlH1MXPwxURogfXB1yl6aM,3.0,,192,,ChIJqZlH1MXPwxURogfXB1yl6aM,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipM8HVaWX4rC8pehwF0dfnmFqqmUhTY32gNVLX0P=w408-h306-k-no,,neutral,Food & Dining
The new Ibrahim Bashasha restaurant,3.6,Restaurant,"3016 Ali Ibn Abi Talib Rd, Al Faisaliyah, Abha 62521, Saudi Arabia",18.2188066,42.4968514,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%20%D8%A8%D8%B4%D8%A7%D8%B4%D9%87%20%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF&query_place_id=ChIJucyhaYdV4xURxt3wvfH0Nxg,5.0,,721,,ChIJucyhaYdV4xURxt3wvfH0Nxg,,Abha,https://lh5.googleusercontent.com/p/AF1QipNW_9LGGtNaZYGWIwjPSaIi0R9xn5cSnqGCH5Pb=w441-h240-k-no,,positive,Food & Dining
Indian restaurant (Malabar Qissa),3.8,Restaurant,"9HP6+CGX, King Abdulaziz Rd, Al'awayshah, Tabuk 47914, Saudi Arabia",28.3861199,36.5613718,https://www.google.com/maps/search/?api=1&query=Indian%20restaurant%20(Malabar%20Qissa)&query_place_id=ChIJhZ9iMgCtqRURwb0akKskhkA,2.0,,16,,ChIJhZ9iMgCtqRURwb0akKskhkA,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipOos7m7EYZfwpAb0X6-sobSimYpC8iCnDu3LbAQ=w408-h544-k-no,,negative,Food & Dining
Italyo House,3.7,Restaurant,"حي, Prince Sultan Rd, Alulaya, Tabuk 47911, Saudi Arabia",28.3806459,36.5770734,https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%8A%D8%AA%D8%A7%D9%84%D9%8A%D8%A7%D9%86%D9%88%20%D9%87%D8%A7%D9%88%D8%B3&query_place_id=ChIJWZUZUh2tqRURRDWkwHKawrY,5.0,,348,,ChIJWZUZUh2tqRURRDWkwHKawrY,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPFoIgVknKF6H6R55nrLisw5XmBs-fCfDHntqE3=w408-h544-k-no,,positive,Food & Dining
"Al-Joud Sirih Grills, Tabuk",4.1,Restaurant,"مغسلة المسعر، بجوار، حي الخالدية, Tabuk Saudi Arabia",28.380611,36.5640258,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA%20%D8%A7%D9%84%D8%AC%D9%88%D8%AF%20%D8%B3%D9%8A%D8%B1%D9%8A%D9%87%20%D8%AA%D8%A8%D9%88%D9%83&query_place_id=ChIJ-7fvx1WsqRURpz9Mh-hcR6Q,5.0,,395,,ChIJ-7fvx1WsqRURpz9Mh-hcR6Q,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipN4QvVRX_-adGmWiKDDXtyfujrnNe3uk9bQBScy=w408-h268-k-no,,positive,Food & Dining
Kabsa Al Watan | Best Kabsa Restaurant in Abha | Kabsa Al Watan Restaurant,4.4,Restaurant,"شارع الحديقة, Al Nuzhah, Abha 62521, Saudi Arabia",18.209472,42.5142316,https://www.google.com/maps/search/?api=1&query=Kabsa%20Al%20Watan%20%7C%20Best%20Kabsa%20Restaurant%20in%20Abha%20%7C%20%D9%85%D8%B7%D8%B9%D9%85%20%D9%83%D8%A8%D8%B3%D8%A9%20%D8%A7%D9%84%D9%88%D8%B7%D9%86&query_place_id=ChIJt3HESUBV4xURrM38_HHQszA,5.0,,43,,ChIJt3HESUBV4xURrM38_HHQszA,,Abha,https://lh5.googleusercontent.com/p/AF1QipPmLD7YcpTeTmOavG9-ScKRdBpzoikd-FpnHBJ5=w408-h272-k-no,,positive,Food & Dining
Gusto Kitchen Jeddah,4.0,Restaurant,"6723 Al Jamal, Mishrifah District, Jeddah 23335, Saudi Arabia",21.5358886,39.1956666,https://www.google.com/maps/search/?api=1&query=Gusto%20Kitchen%20Jeddah&query_place_id=ChIJuyAAFu7RwxURqeaaPegi_Nk,5.0,,771,,ChIJuyAAFu7RwxURqeaaPegi_Nk,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipN63nzcUX2SYoBwZZhQAT0gndrJk0pNbZ9pjEOe=w526-h240-k-no,,positive,Food & Dining
Cafe Bateel & Bateel - Tahlia Street,4.6,Restaurant,"Tahlia Street, Al Olaya, Riyadh 12241, Saudi Arabia",24.6998475,46.690836,https://www.google.com/maps/search/?api=1&query=Cafe%20Bateel%20%26%20Bateel%20-%20Tahlia%20Street&query_place_id=ChIJxUb57L4DLz4RDXnKpswwkhY,5.0,,10611,,ChIJxUb57L4DLz4RDXnKpswwkhY,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipP36rVdubSNIwAtsY5EoW8hx2ucbjKRkZ8Nz334=w408-h271-k-no,,positive,Food & Dining
Karam Egypt Restaurant,4.5,Restaurant,"4791 7237 طريق الجنوب, Town Center, Al Bahah 65522, Saudi Arabia",20.0117007,41.4643002,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%83%D8%B1%D9%85%20%D9%85%D8%B5%D8%B1&query_place_id=ChIJN6WyAQBF7xURsUeZ4BZZ074,5.0,,117,,ChIJN6WyAQBF7xURsUeZ4BZZ074,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipOmxthni-9busWa0z80nlXUIpStB4CgfXsuWWU8=w426-h240-k-no,,positive,Food & Dining
Kashmir Restaurant Pakistan Hotel/Hotel Munera,4.5,Restaurant,"8831, Al Awayshah, Tabuk 47914 3778 Saudi Arabia",28.3858009,36.5625145,https://www.google.com/maps/search/?api=1&query=Kashmir%20Restaurant%20Pakistan%20Hotel%2FHotel%20Munera&query_place_id=ChIJG3LZU2ytqRURsmE0nDk3kP8,4.0,,22,,ChIJG3LZU2ytqRURsmE0nDk3kP8,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPj310FiSLsPC2bvWHMTs4lkX9rU9oC4YweQwcl=w772-h240-k-no,,positive,Food & Dining
Khana khazana restaurant jed.,4.0,Restaurant,"Al Muallifeen St, Aziziyah, Jeddah 23342, Saudi Arabia",21.554502,39.2124597,https://www.google.com/maps/search/?api=1&query=Khana%20Khazana%20Restaurant%20JED%20%D9%85%D8%B9%D8%B7%D9%85%20%D9%83%D9%87%D8%A7%D9%86%D8%A7%20%D8%AE%D8%B2%D8%A7%D9%86%D9%87%20%D8%AC%D8%AF%D9%87&query_place_id=ChIJUXdMvFLRwxURJWtfgUUX-3I,5.0,,1458,,ChIJUXdMvFLRwxURJWtfgUUX-3I,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipM2_ML9JK4wkkSnq-uFf5T5tNIJkSg-GFLkpjJV=w408-h554-k-no,,positive,Food & Dining
Kitchen On 3,4.7,Restaurant,"District, King Fahad Road, Sahafah, Riyadh 13315, Saudi Arabia",24.7929595,46.6327482,https://www.google.com/maps/search/?api=1&query=Kitchen%20On%203&query_place_id=ChIJx-Xec-njLj4RZFBLkKIBqvg,5.0,,34,,ChIJx-Xec-njLj4RZFBLkKIBqvg,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipM6qepZGIxv2XQVQsjBX_ovZvDsTcYAEH5FHGCN=w408-h272-k-no,,positive,Food & Dining
al bayt meeting,3.8,Restaurant,"Al Muftaha، طريق الملك سعود، غرب البنك الأهلي، شارع, Abha 62521, Saudi Arabia",18.212288,42.4966984,https://www.google.com/maps/search/?api=1&query=Al%20Bait%20Baitak&query_place_id=ChIJqW5XAYpT4xUR795G8Zc14hs,4.0,,6168,,ChIJqW5XAYpT4xUR795G8Zc14hs,,Abha,https://lh5.googleusercontent.com/p/AF1QipOfn75lQ-INxv_cMAjYbNorrPJ-4E36b5jD2wun=w426-h240-k-no,,positive,Food & Dining
Expert Mandi Restaurant,3.7,Restaurant,"Al Quds Rd, Town Center, Al Bahah 65522, Saudi Arabia",20.009488,41.4602432,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%AE%D8%A8%D9%8A%D8%B1%20%D8%A7%D9%84%D9%85%D9%86%D8%AF%D9%8A&query_place_id=ChIJS9KfE5ZF7xURNEZDMBjvJY4,5.0,,733,,ChIJS9KfE5ZF7xURNEZDMBjvJY4,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipPLbXgV8l6M_y41ItlaNGS4CkL14Ct9mEovDvTr=w408-h734-k-no,,positive,Food & Dining
Makbooskum Restaurants,4.6,Restaurant,"حي, King Faisal Rd, Alqura, Abha 62541, Saudi Arabia",18.2352172,42.4999295,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%A7%D8%B9%D9%85%20%D9%85%D9%83%D8%A8%D9%88%D8%B3%D9%83%D9%85&query_place_id=ChIJxYGAcepV4xUROqRmSl00KMA,5.0,,393,,ChIJxYGAcepV4xUROqRmSl00KMA,,Abha,https://lh5.googleusercontent.com/p/AF1QipMbpAJRITidAiO7f8t9XYZpPvrbK_WBbjhqMkOJ=w408-h306-k-no,,positive,Food & Dining
Mayor Country Popular Restaurant,3.8,Restaurant,"2F56+Q6W, Town Center, Al Bahah 65522, Saudi Arabia",20.00948,41.460564,https://www.google.com/maps/search/?api=1&query=Mayor%20Country%20Popular%20Restaurant&query_place_id=ChIJAYifEJZF7xURj2IY4nu5as0,5.0,,703,,ChIJAYifEJZF7xURj2IY4nu5as0,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipO56srMQ2OMjlq2vU2qicKsnpHq_gAlD7Rvfyss=w408-h544-k-no,,positive,Food & Dining
Naji Al Harbi Kebab Restaurants,4.1,Restaurant,"Al-Baghdadiyah Al-Sharqiyah، زقاق المتحف، البلد،, Jeddah Saudi Arabia",21.4943591,39.1861232,https://www.google.com/maps/search/?api=1&query=Nagi%20Al-Harbi%20Kebab%20Restaurants&query_place_id=ChIJgaYc7wTPwxURZSRJdeVNYr8,5.0,,3217,,ChIJgaYc7wTPwxURZSRJdeVNYr8,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipOmm1IxJ8MKRy4WvZIF5VPEMTeyrCyABm_8xyEE=w408-h343-k-no,,positive,Food & Dining
Narang Meal Restaurant,3.9,Restaurant,"3211 King Abdul Aziz Rd, Al Wardatain, Abha 62521, Saudi Arabia",18.2314135,42.4974785,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%88%D8%AC%D8%A8%D8%A9%20%D9%86%D8%A7%D8%B1%D9%86%D8%AC&query_place_id=ChIJQfzPB0JU4xURg-zXh6Ax97g,5.0,,4929,,ChIJQfzPB0JU4xURg-zXh6Ax97g,,Abha,https://lh5.googleusercontent.com/p/AF1QipOnYQwaxSNz9CHGjhy6BAms2Ijc9AvVxzOSEW7J=w426-h240-k-no,,positive,Food & Dining
Nellai Family Restaurant,4.2,Restaurant,"3597 7531, Al Khasha, Abha 62521, Saudi Arabia",18.2130829,42.5021838,https://www.google.com/maps/search/?api=1&query=Nellai%20Family%20Restaurant&query_place_id=ChIJUYbIedZV4xURzEUpFXVZvYM,3.0,,62,,ChIJUYbIedZV4xURzEUpFXVZvYM,,Abha,https://lh5.googleusercontent.com/p/AF1QipOEolKT_vHqdrAhDGWEcp_6n2bZQzPfaWIltbAs=w426-h240-k-no,,neutral,Food & Dining
Aok Kitchen,4.2,Restaurant,"حي, Al Aqiq, Riyadh 13519, Saudi Arabia",24.7610884,46.6404467,https://www.google.com/maps/search/?api=1&query=AOK%20Kitchen&query_place_id=ChIJT-mSFA_jLj4RT0mmmft5eb4,5.0,,1699,,ChIJT-mSFA_jLj4RT0mmmft5eb4,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipMejl02tWzQmqzZMCa8SA4a9ai-J396uYegfPPW=w408-h306-k-no,,positive,Food & Dining
Official Hotel,3.8,Restaurant,"Al Awayshah, 8844 Salih at Twyjri 3630, Tabuk 47914, Saudi Arabia",28.3858964,36.5613023,https://www.google.com/maps/search/?api=1&query=Rasmiya%20Hotel&query_place_id=ChIJFT-tjnetqRURwRWqdGLPtK4,1.0,,13,,ChIJFT-tjnetqRURwRWqdGLPtK4,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipNBebfUqWJkDhccxLV5VjubYRejU2KT4zKBjFHc=w426-h240-k-no,,negative,Food & Dining
PATTIS,4.6,Restaurant,3422 خليفة بن بديع، المحمدية، الرياض 12364 7326، Saudi Arabia,24.731875,46.6482439,https://www.google.com/maps/search/?api=1&query=PATTIS&query_place_id=ChIJYy8O-AodLz4R7JQxxpJZTY4,5.0,,3462,,ChIJYy8O-AodLz4R7JQxxpJZTY4,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipPVBSGUNNuSnKDI819GwBupRKl2YdBELB32DRVi=w408-h544-k-no,,positive,Food & Dining
Frog Al Madafah,4.0,Restaurant,"7186 ابن الجوزي، 2529, Sultanah, Tabuk 47311, Saudi Arabia",28.3976959,36.5839437,https://www.google.com/maps/search/?api=1&query=Broast%20Al%20Madafah&query_place_id=ChIJ8-UEyRStqRURIqHTMt0JjZg,5.0,,238,,ChIJ8-UEyRStqRURIqHTMt0JjZg,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipN11uaVa-In320sShZfv7zgLfGYwbcuG2FnHK_N=w408-h544-k-no,,positive,Food & Dining
Potcheri Carill 2,2.3,Restaurant,"King Abdul Aziz Rd, Al Muftaha, Abha 62521, Saudi Arabia",18.2100616,42.4906027,https://www.google.com/maps/search/?api=1&query=%D8%A8%D9%88%D8%AA%D8%B4%D8%B1%D9%8A%20%D9%82%D8%B1%D9%8A%D9%84%202&query_place_id=ChIJkbIRMnFT4xURjGJvH8eP-W0,5.0,,6,,ChIJkbIRMnFT4xURjGJvH8eP-W0,,Abha,https://lh5.googleusercontent.com/p/AF1QipMajDmnpyICpZl46nlzphZXBz54d8b8crtASK85=w408-h544-k-no,,positive,Food & Dining
Biryani Gate Restaurant,4.7,Restaurant,"Ghernatah, Aziziyah, Jeddah 23342, Saudi Arabia",21.5479962,39.2105702,https://www.google.com/maps/search/?api=1&query=Biryani%20Gate%20Restaurant&query_place_id=ChIJhSncBYTRwxURLDY6wB34Few,1.0,,1517,,ChIJhSncBYTRwxURLDY6wB34Few,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipNaD0BP6dSP0Hl2C3MB6H14hJss6nOrwX9-Ugn0=w408-h306-k-no,,negative,Food & Dining
Raghadan queue,4.8,Restaurant,"Raghdan, Al Bahah 65541, Saudi Arabia",20.0219571,41.4331877,https://www.google.com/maps/search/?api=1&query=%D8%B7%D8%A7%D8%A8%D9%88%D8%B1%20%D8%B1%D8%BA%D8%AF%D8%A7%D9%86&query_place_id=ChIJ1znME_NF7xURJrWdSWDN2r0,5.0,,24,,ChIJ1znME_NF7xURJrWdSWDN2r0,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipMjPjenWjySPSBEk7TbCPHfZPCnirfVkgKST-MH=w408-h648-k-no,,positive,Food & Dining
Rajdhani Restaurant,4.6,Restaurant,"6680 Al Muhandis Masaid Al Anqari, Al Wurud, Riyadh 12251, Saudi Arabia",24.7195955,46.6799408,https://www.google.com/maps/search/?api=1&query=Rajdhani%20Restaurant%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%B1%D8%A7%D8%AC%D8%AF%D8%A7%D9%86%D9%8A&query_place_id=ChIJbbrgZ0gDLz4R2y_nBccIDX0,5.0,,25,,ChIJbbrgZ0gDLz4R2y_nBccIDX0,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipM52aAklQc9FsrQeh-PFoFN-1uYY2DXyCAdpV1p=w408-h306-k-no,,positive,Food & Dining
Malaz Restaurant - Wurud,3.8,Restaurant,"Al Muhandis Masaid Al Anqari, Al Wurud, Riyadh 12252, Saudi Arabia",24.7218809,46.6793036,https://www.google.com/maps/search/?api=1&query=MALAZ%20RESTAURANT%20-%20WURUD&query_place_id=ChIJUZ9sn38DLz4RPb9G1xSdLaU,5.0,,657,,ChIJUZ9sn38DLz4RPb9G1xSdLaU,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipMU2WC0HF4_qDtP_pszO8lrkRrN0iUut-pCPlI8=w408-h457-k-no,,positive,Food & Dining
Renaissance extension restaurant,4.1,Restaurant,"2733 King Khalid Rd, 7602, Alaziziyah Aljadidah, Tabuk 47911, Saudi Arabia",28.3885175,36.5718421,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%85%D8%AA%D8%AF%D8%A7%D8%AF%20%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9&query_place_id=ChIJTaDEJgStqRURVSM-vrVACPk,4.0,,879,,ChIJTaDEJgStqRURVSM-vrVACPk,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipOs2BnxIBzGludFqgQ7AZvWORnkvAihr56SUe6z=w408-h544-k-no,,positive,Food & Dining
Restaurant on the celebration of Tabuk,4.0,Restaurant,"9HP7+667, Al'awayshah, Tabuk 47914, Saudi Arabia",28.3855337,36.5630589,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%8A%D9%88%D9%85%20%D8%A7%D9%84%D8%A5%D8%AD%D8%AA%D9%81%D8%A7%D9%84%20%D8%A8%D8%AA%D8%A8%D9%88%D9%83&query_place_id=ChIJ4aYCSjytqRURtbltrqxaQus,5.0,,25,,ChIJ4aYCSjytqRURtbltrqxaQus,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipO9NbtS4MY8Dzgf01MB9ZA0ft2Q5G7dR0ram8SA=w426-h240-k-no,,positive,Food & Dining
Still restaurant,4.8,Restaurant,"أبو بكر الكرخي, Al Safarat, Riyadh 12512, Saudi Arabia",24.6785971,46.6313464,https://www.google.com/maps/search/?api=1&query=ENCORE%20Restaurant&query_place_id=ChIJL1DVPREdLz4R9tt2oVSqEiM,5.0,,124,,ChIJL1DVPREdLz4R9tt2oVSqEiM,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNPnNFSX0LcIeMTISKkuTsjCZoH0J1gswJ9ldeC=w408-h544-k-no,,positive,Food & Dining
Ross Mandi Ashhen,4.4,Restaurant,"2936 Al Dhahab, 2936, Al Balad District, 7200, Jeddah 22233, Saudi Arabia",21.4876926,39.1848631,https://www.google.com/maps/search/?api=1&query=%D8%B1%D9%88%D8%B3%20%D9%85%D9%86%D8%AF%D9%8A%20%D8%A8%D8%A7%D8%B9%D8%B4%D9%86&query_place_id=ChIJoXQJpZTPwxURjLYN1DHry4w,5.0,,14,,ChIJoXQJpZTPwxURjLYN1DHry4w,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipOfjqIJYPRjTXwctjVEfjKB3e8DV4r5qLmPWRMB=w408-h306-k-no,,positive,Food & Dining
Sadelle's Riyadh,4.0,Restaurant,"Prince Mohammed Ibn Salman Ibn Abdulaziz Rd, Ar Rabi, Riyadh 13315, Saudi Arabia",24.7834925,46.6526025,https://www.google.com/maps/search/?api=1&query=Sadelle's%20Riyadh&query_place_id=ChIJKfyHyk_jLj4R7ur05AG82So,3.0,,1551,,ChIJKfyHyk_jLj4R7ur05AG82So,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipOkbvU_sQMNX0M5GQ08b1--RkDiQ188ejISCm3S=w408-h544-k-no,,neutral,Food & Dining
Sarmad Restaurant,4.3,Restaurant,"Muhammad Ibn Abdulwahab, Al-Baghdadiyah Al-Sharqiyah, Jeddah 22235, Saudi Arabia",21.492876,39.188919,https://www.google.com/maps/search/?api=1&query=Sarmad%20Restaurant&query_place_id=ChIJxf2GGBrPwxURJdsAMM7PORI,3.0,,5518,,ChIJxf2GGBrPwxURJdsAMM7PORI,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipM2-ZgflJLFqCLlhBeWSGTYba3EzViyAvNi9VaI=w426-h240-k-no,,neutral,Food & Dining
Saudi Arabia restaurants and kitchens,3.9,Restaurant,"Town Center, Al Bahah 65522, Saudi Arabia",20.009673,41.4649531,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%A7%D8%B9%D9%85%20%D9%88%D9%85%D8%B7%D8%A7%D8%A8%D8%AE%20%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9&query_place_id=ChIJ-7FH7rJF7xURoWM5zndbbJw,5.0,,2198,,ChIJ-7FH7rJF7xURoWM5zndbbJw,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipNWwjCW3HYmr057f0lZe13auEpzzjj5O30I3dz-=w408-h544-k-no,,positive,Food & Dining
Grill Taste Restaurant,4.0,Restaurant,"7184 4045 طريق الجنوب, Aldhafir, Al Bahah 65526, Saudi Arabia",20.0094567,41.4788706,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%85%D8%B0%D8%A7%D9%82%20%D8%A7%D9%84%D8%B4%D9%88%D8%A7%D9%8A%D8%A9&query_place_id=ChIJiUhdeLVF7xUR8T8y9b5nokw,5.0,,124,,ChIJiUhdeLVF7xUR8T8y9b5nokw,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipOBXhfTk9amXvtfqgW1N8pVS5zqRd1wf2LMtEuU=w408-h306-k-no,,positive,Food & Dining
Sadh Junup Matham Almanasi,3.7,Restaurant,"Al Manhal, Abha 62521, Saudi Arabia",18.2237045,42.5157457,https://www.google.com/maps/search/?api=1&query=Shadha%20junup%20matham%20Almanac%20abha&query_place_id=ChIJj_0vVulV4xURgHvjrud05wQ,1.0,,3,,ChIJj_0vVulV4xURgHvjrud05wQ,,Abha,https://lh5.googleusercontent.com/p/AF1QipNmmjc3B6e2HJy5fxiEoG1JrbA3iGmJQFHRX3wu=w426-h240-k-no,,negative,Food & Dining
